id,warehouse_id,warehouse_dev_id,common_name_significant,common_name,taxon,type,description,soil,germination_period,flowering_period,seed_longevity,management,conservation_status,profile_pic,profile_pic_width,profile_pic_height,profile_pic_author,thumbnail,illustration,illustration_width,illustration_height,map,confusion,color[],color[],color[],color[],color[],color[],color[],color[],color[]
75,371141,878753,,Darnel, Lolium temulentum,G,A tall grass that can either grow in tufts or solitary stems. The green hairless leaves are up to 40cm in length and have a 2mm blunt ligule. Each flower spikelet is 12-20mm long by 4-6mm wide and is enclosed in a glume that is longer than the flower. The lemmas may have straight rough awns up to 2cm long but may be awnless. Darnel is thought to have declined due to better seed cleaning.,Can live in a wide range of soils.,Unknown,June - August  ,Short-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Critically Endangered / Extinct   ,images/pics/Lolium_temulentum.jpg,1024,1044,,images/thumbnails/Lolium_temulentum.jpg,,,,images/maps/Lolium_temulentum.svg,,,,,,,,,,gg
76,371143,878754,,Grass-poly, Lythrum hyssopifolia,F,Low-growing spreading plant with a branched stem up to 20cm. Leaves are stalkless and oval at the base of the stem and become increasingly narrower with parallel-sided up the flowering stems. Flowers are borne signally in the leaf axels along the stem and have six pink petals. Grass-poly has specialised ecological requirements and is only found in areas that are wet in winter and remain crop-free as the stubble dies due to water-logging and dry-out in the summer.  ,"Water-retentive soils, especially clays.",Spring,June - July  ,Long-lived,Uncropped cultivated areas,Endangered   ,images/pics/Lythrum_hyssopifolium_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Lythrum_hyssopifolium_CG.jpg,images/illustrations/Lythrum_hyssopifolia.png,546,557,images/maps/Lythrum_hyssopifolium.svg,,,,,,p,,,,
77,371145,878755,Mallow,Dwarf, Malva neglecta,F,"Creeping, downy plant. The kidney-shaped to roundish leaves are very shallowly-lobed 5-7 times. The flowers are clustered along the stem and have five whitish petals with lilac veins. They are 8-13mm long. The fruit is segmented and smooth.",Well-drained loams and sands.,Spring,June - September  ,Unknown,Uncropped cultivated areas,Least Concern ,images/pics/Malva_neglecta_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Malva_neglecta_CG.jpg,images/illustrations/Malva_neglecta.png,427,451,images/maps/Malva_neglecta.svg,,,,,,p,,,,
78,371147,878756,Tree-mallow,Small, Malva pseudolavatera,F,"Very similar to common mallow <i>Malva sylvestris</i>, but distinguished by the outer sepal-ring forming a lobed cup. Up to 150cm. The leaves are a paler green, less lobed and smooth. The five petalled flowers are pink-lilac. It is an annual or biennial.","Sandy, stony loams.",Autumn,June - July  ,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Malva_pseudolavatera_2_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Malva_pseudolavatera_2_CG.jpg,,,,images/maps/Malva_pseudolavatera.svg,,,,,,p,,,,
79,371149,878758,Mint,Corn , Mentha arvensis,F,"Downy, aromatic herb with a 'peppery' mint smell when bruised, 10-30cm tall. Leaves are round-elliptical and blunt-tipped arranged in opposite pairs up the stem. Dense whorls of flowers are present at the leaf axils. The calyx of each flower is bell-shaped and very hairy with short triangular teeth. The petals are mauve with projecting stamens.",All soil types.,Spring,May - October  ,Unknown, Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Mentha_arvensis_CG.jpg,1024,1024,Cath Shellswell,images/thumbnails/Mentha_arvensis_CG.jpg,images/illustrations/Mentha_arvensis.png,477,1124,images/maps/Melampyrum_arvense.svg,M. cristatum (but different habitat and v rare),,,,,p,,,,
80,371151,878757,Cow-wheat,Field , Melampyrum arvense,F,"Erect plant with branching stems, up to 60cm. The leaves are glossy-green, spear-shaped and stalkless, often with a few teeth at the base. Flowers are bright coloured, borne in dense, cylindrical, terminal spikes and have a yellow corolla-tube and two mainly purple pink lips above a strongly toothed pinkish-red bract. Field cow-wheat has declined due to better seed cleaning and more intensive agriculture along field margins. It is partially parasitic on a range of other flowering plants.",Thin soils over chalk and calcareous clays.,Autumn,June - September  ,Very short-lived,Uncropped cultivated areas,"Near Threatened
",images/pics/Melampyrum_arvense_CS.jpg,1024,1023,Chris Gibson,images/thumbnails/Melampyrum_arvense_CS.jpg,images/illustrations/Melampyrum_arvense.png,558,466,images/maps/Mentha_arvensis.svg,,b,,,,,,,,
81,371153,878759,Mercury,Annual, Mercurialis annua,F,"Hairless, bright-light shiny green plant, with one or several flowering stems. Leaves are 2-5cm long and toothed. The plants are dioecious, with male catkins on stalks or female stalkless bristly fruits growing from the leaf axils.This plant often lives in slightly nutrient enriched soils.  ",All soil types.,Spring,July - October  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Mercurialis_annua_2_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Mercurialis_annua_2_LR.jpg,images/illustrations/Mercurialis_annua.png,385,843,images/maps/Mercurialis_annua.svg,,,,,,,,,gf,
82,371155,878760,Penny-cress,Perfoliate or Cotswolds, Microthlaspi perfoliatum,,"Small, greyish-green plant, up to 30cm. The leaves are waxy, upper leaves are pointed and have no stalk. The leaf base almost encircles the stem, so the stem appears to perforate the leaf, hence the name 'perfoliate'. The inflorescences are clusters of white 4-petalled flowers occurring at the top of smooth hairless stems.  Fruits are 4mm long by 5mm wide, heart-shaped and flattened, with membranous wings along each edge. Perfoliate penny-cress has always been rare in arable habitats.",Calcareous clay loams.,Autumn (limited spring germination),April - May  ,Short-lived, Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Microthlaspi_perfoliatum.jpg,1024,1365,Stefan lefnaer,images/thumbnails/Microthlaspi_perfoliatum.jpg,,,,images/maps/Microthlaspi_perfoliatum.svg,,,,,,,,w,,
83,371157,878761,,Weasel's-snout or Lesser Snapdragon, Misopates orontium,F,"Tall, branched plant with a leafy stem, growing up to 60cm. Shiny leaves up to 5cm long are dark-green and narrowly oval in shape. Stalkless asymmetrical flowers are borne in the leaf axis. The petals are deep pink with a slight yellow tinge in the flower tube and resemble those of the garden snapdragon.",Sandy loams.,"Predominantly spring, with some autumn and summer germination",June - October  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Misopates_orontium_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Misopates_orontium_LR.jpg,,,,images/maps/Misopates_orontium.svg,,,,,,p,,,,
84,371159,878762,,Mousetail, Myosurus minimus,F,"Low-growing distinctive plant in the buttercup family, growing from 2-15cm. Narrow, linear dark-green leaves form a basal rosette with flowering stems growing from the centre. The flower spikes have short-lived, small green-yellow petals below the seed baring receptacle which elongates forming a long narrowly conical tube resembling a mouse's tail. Mousetail occurs on water-retentive soils in disturbed areas such as tracks and hollows, particularly in gateways.",Clays and other silty soils which are non-calcareous.  ,Autumn,May - June  ,Long-lived,Uncropped cultivated areas,Vulnerable   ,images/pics/Myosurus_minimus_CG.jpg,1024,768,Chris Gibson,images/thumbnails/Myosurus_minimus_CG.jpg,images/illustrations/Myosaurus_minimus.png,292,447,images/maps/Myosurus_minimus.svg,,,,,,,,,gf,
85,371161,878763,,Cat-mint, Nepeta cataria,F,"A short mint-like aromatic biennial/perennial plant, covered with a thick grey down. It can grow up to 100cm. Leaves are greyish-green, heart-shaped and toothed. Flowers are white with purplish spots.",Calcareous loams and clays.  ,Autumn,July - September  ,Unknown,Uncropped cultivated areas,Vulnerable   ,images/pics/Nepeta_cataria_ES.jpg,1024,1024,Emily Swan,images/thumbnails/Nepeta_cataria_ES.jpg,images/illustrations/Nepeta_cataria.png,385,775,images/maps/Nepeta_cataria.svg,,,pu,,,,,w,,
86,371163,878764,Broomrape,Common , Orobanche minor,F,"A parasitic plant growing on roots of various plants. The leaves are reduced to scales and the plant has no chlorophyll. Instead the plant is a purplish colour. It consists of a single flower spike with tube-like flowers, with a yellow corolla with purple veins. The corolla has an arched back in a smooth curve and the stigma-lobes can be relatively variable. As this plant is parasitic, it relies on the germination and development of the host plant before it can grow.",All soil types.  ,Spring,June - July  ,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Orobanche_minor_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Orobanche_minor_CS.jpg,images/illustrations/Orobanche_minor.png,379,738,images/maps/Orobanche_minor.svg,other Orobanche spp.,,pu,,,,,,,
87,371165,878765,Poppy,Prickly, Papaver argemone,F,"Basal rosettes of leaves with stems growing from the centre, up to 50cm. Leaves are pinnately divided with narrow, parallel-sided segments and can appear flattened. Flowering stems can branch at the base but more commonly the main stem is branched each bearing a single flower at the end with four petals. Prickly poppy flowers are up to 5cm across with orange-red petals that persist for a single day. The stamens have bright blue pollen. The elongated, club-shaped seed head is 2-2.5cm long with numerous prickles and a terminal disc.","Predominantly chalky and sandy loams, sometimes calcareous clays.",Spring and Autumn,June - July  ,Long-lived,Uncropped cultivated areas,Vulnerable   ,images/pics/Papaver_argemone_ES.jpg,1024,1024,Emily Swan,images/thumbnails/Papaver_argemone_ES.jpg,images/illustrations/Papaver_argemone.png,314,377,images/maps/Papaver_argemone.svg,,,,,r,,,,,
88,371167,878767,Poppy,Babington’s or Yellow-juiced, Papaver lecoqii,F,"Basal rosette of leaves with branched stems growing from the centre, up to 60cm. Leaves are pinnately divided into broad, spear-shaped segments, and are coloured blue-green. The pinkish-red flowers are 5cm across with four unblotched petals. The seed capsule is elongated without prickles, similar to long-headed poppy Papaver dubium. The distinguishing characteristic is the latex which turns yellow on contact with air.",Heavy calcareous loams and clays.,Spring and Autumn,June - July  ,Long-lived, Uncropped cultivated areas,Least Concern   ,images/pics/Papaver_lecoqii.jpg,1024,768,Julia Kruse,images/thumbnails/Papaver_lecoqii.jpg,images/illustrations/Papaver_dubium.png,372,499,images/maps/Papaver_dubium_ssp_lecoqii.svg,,,,,r,,,,,
89,371169,878766,Poppy,Rough, Papaver hybridum,F,"Basal rosettes of leaves with stems growing from the centre, up to 50cm. Leaves are pinnately divided with narrow, parallel-sided segments and can appear flattened. Flowering stems can branch at the base but more commonly the main stem is branched each bearing a single flower at the end with four petals. Rough poppy flowers are up to 5cm across with scarlet petals that have black blotches at their base. The stamens have deep blue pollen. The spherical seed head is 1-1.5cm in diameter with numerous upward pointing prickles and a terminal disc.","Predominantly chalky and sandy loams, sometimes calcareous clays.",Spring and Autumn,June - July  ,Long-lived,Uncropped cultivated areas,Least Concern   ,images/pics/Papaver_hybridum_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Papaver_hybridum_LR.jpg,,,,images/maps/Papaver_hybridum.svg,,,,,r,,,,,
90,371171,878768,Parsley,Corn, Petroselinum segetum,F,"A member of the carrot family that can grow up to 80cm tall. The dark green basal leaves are comprised of a series of opposite spear-shaped, blunt-toothed leaflets with a terminal leaf segment. The small, white-petalled flowers are present on umbels held up on tall, fine, flowering stems. There may be 3-5 rays of unequally stalked flowers in each umbel array. The whole plant smells of parsley. This plant can be confused for stone parsley <i>Sison amomum</i> which has an unpleasant petrol smell and tends to grow in damp soils.",Calcareous clays and loams.,Autumn,August - September  ,Unknown,Uncropped cultivated areas,Least Concern   ,images/pics/Petroselinum_segetum_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Petroselinum_segetum_CS.jpg,images/illustrations/Petroselinum_segetum.png,327,631,images/maps/Petroselinum_segetum.svg,,,,,,,,w,,
91,371173,878769,Allseed,Four-leaved , Polycarpon tetraphyllum,F,"Low-growing branched plant, up to 15cm. The oval leaves are broader closer to the tip than at the base. The lower leaves look like they are arranged in whorls up the stem. The small, 2-3mm across, flowers have very short petals, 1mm long, that are shorter than the green sepals. The flowers are clustered at the end of the stem. The best location to find four-leaved allseed is on the Isles of Scilly, but there are populations in southwest and southern England.","Sandy, or occasionally stony, soils.",Autumn and Spring,June - August  ,Unknown,Uncropped cultivated areas<br/>  Whole crop management<br/> Uncropped cultivated areas,Nationally Scarce   ,images/pics/Polycarpon_tetraphyllum_PS.jpg,1024,683,Pete Stroh,images/thumbnails/Polycarpon_tetraphyllum_PS.jpg,images/illustrations/Polycarpon_tetraph.png,383,650,images/maps/Polycarpon_tetraphyllum.svg,,,,,,,,w,gf,
92,371175,878770,Knotgrass,Northern, Polygonum boreale,,"Low-growing spreading plant with branched stems up to 30cm. Obovate leaves. All leaves have papery white sheaths (ochreae) at their base approximately 10mm long forming a tube around the stem. Singly or paired pinkish petalled flowers are borne in leaf axils. The distinctive fruits are greater than 3mm. This knotgrass is the commonest species present on Orkney and Shetland, but can be confused for other similar knotgrasses.","Sandy soils, calcareous loams and clays.",Spring,July - October  ,Long-lived,Uncropped cultivated areas,Nationally Scarce   ,images/pics/Polygonum_boreale_SC.jpg,1024,718,Scott Chalmers,images/thumbnails/Polygonum_boreale_SC.jpg,,,,images/maps/Polygonum_boreale.svg,,,,,,p,,,,
93,371177,878771,Knotgrass,Cornfield, Polygonum rurivagum ,F,Low-growing spreading plant with branched stems up to 30cm. Leaves are long 15-35mm and narrow 2-4mm with acute tips resembling grass leaves. All leaves have papery white sheaths (ochreae) at their base approximately 10mm long forming a tube around the stem. Singly or paired pinkish petalled flowers are borne in leaf axils. The distinctive fruits are 2.5-4.5mm with three concave sides and project from the flower. Cornfield knotgrass is under-recorded due to difficulties in distinguishing it from other knotgrasses.,"Sandy soils, calcareous loams and clays.",Spring,July - October  ,Long-lived,Uncropped cultivated areas,Least Concern   ,images/pics/Polygonum_rurivagum_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Polygonum_rurivagum_CG.jpg,,,,images/maps/Polygonum_rurivagum.svg,,,,,,p,,,,
94,371179,878772,Buttercup,Corn, Ranunculus arvensis,F,"Branched plant, up to 50cm. Stalked, 3-5 lobed deeply-divided leaves are more elongated and linear than the leaves of common grassland buttercups. Typical but smaller, pale lemon-yellow buttercup flowers up to 12mm in diameter. Distinctive seeds up to 8mm in length, ovate and covered in spines up to 2mm in length. The increased use of broad-spectrum herbicides, increased nitrogen applications and more competitive nitrogen-demanding crops have caused the decline in corn buttercup.",Heavy clay soils.,Autumn and winter,May - mid-June  ,Short-lived seed unless deeply-buried where it may survive dormant for longer,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Critically Endangered   ,images/pics/Ranunculus_arvensis_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Ranunculus_arvensis_CS.jpg,images/illustrations/Ranunculus_arvensis.png,379,615,images/maps/Ranunculus_arvensis.svg,,,,,,,y,,,
95,371181,878773,Buttercup,Rough-fruited, Ranunculus muricatus,F,"Branched plant, up to 50cm. The lower leaves are long-stalked and divided into 3-5 lobes. The stalks of the higher leaves have shorter stalks and fewer lobes. The yellow, 5-petalled flowers, are up to 15cm across and are slightly longer than the green sepals. The distinctive seeds are 7-8mm long, with a hooked beak at the tip, and covered in long hard spines with one spine-free edge. Rough-fruited buttercup is only present on the Isles of Scilly.",Sandy loams.,Unknown (thought to be autumn),June - July  ,Short-lived,Uncropped cultivated areas<br/>  Whole crop management<br/> Uncropped cultivated areas,Near Threatened   ,images/pics/Ranunculus_muricatus_Crete_CG.jpg,1024,768,Chris Gibson,images/thumbnails/Ranunculus_muricatus_Crete_CG.jpg,,,,images/maps/Ranunculus_muricatus.svg,,,,,,,y,,,
96,371183,878774,Buttercup,Small-flowered, Ranunculus parviflorus,F,"A spreading plant, up to 40cm long. Yellowish-green coloured leaves, rounded in shape, and shallowly divided into toothed lobes. The small, pale yellow petals are 3mm long with hairy green sepals bent back towards the stem (similar to bulbous buttercup <i>Ranunculus bulbosus</i>). Distinctive seeds about 2.5-3mm long with a short, hooked beak at the tip, and covered in short hooks.","Sandy loams, Calcareous and neutral clay loams.",Autumn,May - July  ,Long-lived,Uncropped cultivated areas<br/>  Whole crop management<br/> Uncropped cultivated areas,Least Concern   ,images/pics/Ranunculus_parviflorus_CS.jpg,1024,683,Cath Shellswell,images/thumbnails/Ranunculus_parviflorus_CS.jpg,,,,images/maps/Ranunculus_parviflorus.svg,,,,,,,y,,,
97,371185,878775,Buttercup,Hairy, Ranunculus sardous,F,"A mid-height branched plant, up to 30cm. The basal rosette leaves are hairy and divided into three main lobes, with a stalked central leaflet. The upper leaves are also hairy, but are less deeply lobed and have shorter stalks. The flowers are borne on hairy stems. They are pale yellow, 12-25mm across and the sepals are bent back towards the stem when the flowers open (similar to the more common bulbous buttercup <i>Ranunculus bulbosus</i>). The round seeds are 2-3mm and lack spines but could have a few warts.","Seasonally wet, sandy clays.",Autumn,June - October  ,Unknown,Uncropped cultivated areas,Least Concern  ,images/pics/Ranunculus_sardous_2_CG.jpg,1024,768,Chris Gibson,images/thumbnails/Ranunculus_sardous_2_CG.jpg,,,,images/maps/Ranunculus_sardous.svg,Ranunculus bulbosus,,,,,,y,,,
98,371187,878776,Radish,Wild , Raphanus raphanistrum subsp. Raphanistrum,F,"Bristly annual member of the cabbage family. The leaves are lyre-shaped and deeply lobed. The flowers have four large petals that are yellow or white and usually have deeper coloured visible veins. The fruits have 3-8 weakly-ribbed, bead-like joints which easily break apart when ripe and the tip of the fruit is five times the length of the top fruit joints.",All soil types.,Spring,May - September  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Raphanus_raphanistrum_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Raphanus_raphanistrum_CS.jpg,images/illustrations/Raphanus_raphanistrum.png,637,696,images/maps/Raphanus_raphanistrum_subsp_Raphanistrum.svg,important to mention that flowers can be white mauve or yellow!,,,,,,y,w,,
99,371189,878777,Yellow-rattle,Greater, Rhinanthus angustifolius,F,"Very similar to yellow-rattle <i>Rhinanthus minor</i>, but more robust and branched growing up to 50cm. Leaves are linear, toothed and unstalked. It has asymmetrical yellow flowers with the tube curved upwards (rather than straight in yellow rattle). The two violet teeth are 1-2mm long and the stigma protrudes.  Its name comes from the ripe fruit rattling in the inflated sepals.",Light loams.,Autumn,June - July  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Rhinanthus_angustifolius_1_CG.jpg,1024,1024,Chris Gibson,images/thumbnails/Rhinanthus_angustifolius_1_CG.jpg,,,,images/maps/Rhinanthus_angustifolius.svg,Rhinanthus minor (grassland species),,,,,,y,,,
100,371191,878778,,Shepherd's-needle, Scandix pecten-veneris,F,"Tall, occasionally branched plant up to 60cm, typical of the carrot family. Finely divided leaves with narrow parallel-sided segments. Flowers are clustered on umbels at the end of the flowering stem and have small white petals. The distinctive fruits begin to form shortly after flowering, elongating from the base of the flower to form long 'needles' up to 5cm. Shepherd's-needle was once a problem weed and is resistant to some herbicides.",Heavy clay loams.,"Predominantly autumn, occasionally germinating in the spring",April - July  ,Very short-lived (less than 5 years),Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Critically Endangered   ,images/pics/Scandix_pecten-veneris_1_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Scandix_pecten_veneris_1_CG.jpg,images/illustrations/Scandix_pecten_ven.png,382,577,images/maps/Scandix_pecten-veneris.svg,,,,,,,,w,,
101,371193,878779,Knawel,Annual  , Scleranthus annuus,F,"Low-growing, spreading mat-forming plant up to 20cm. Linear pointed leaves are paired up the stem. Clusters of minute flowers, 4mm across, are located at the stem terminals and have no petals. The sepals form the flower tube and are pointed, straight, grey-green with narrow white margins and enclose the stamens and ovary. Annual knawel is commonly found on disturbed grassland as well as arable land, but does not compete well within dense swards or cereal crops.","Dry sandy and gravelly soils, clay loams and chalky loams.  ",Autumn,June - August  ,Unknown,Uncropped cultivated areas,Endangered   ,images/pics/Scleranthus_annuus_MW.jpg,1024,768,Markus Wagner,images/thumbnails/Scleranthus_annuus_MW.jpg,images/illustrations/Scleranthus_annus.png,762,824,images/maps/Scleranthus_annuus.svg,,,,,,,,,gf,
102,371195,878780,Madder,Field , Sherardia arvensis,F,"Low growing, mat forming plant. Leaves with prickly edges in whorls of 4-6 round the stem. Pale purple-pink, 2-3mm in diameter, funnel-shaped flowers are arranged in dense clusters of 4-10 flowers at the end of the stems and in leaf axils. ",All soil types.  ,Autumn and spring,May - September  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Sherardia_arvensis_ES.jpg,1024,768,Emily Swan,images/thumbnails/Sherardia_arvensis_ES.jpg,images/illustrations/Sheradia_arvensis.png,715,643,images/maps/Sherardia_arvensis.svg,,,,,,p,,,,
103,371197,878781,Catchfly,Small-flowering, Silene gallica,F,"Branched, sticky-haired plant, up to 30cm. A basal rosette of narrowly-oval leaves die back as the stem grows with smaller narrow leaves on the stem. White, or occasionally pink, small five-petalled flowers are 1.5cm across and each petal has a short notch. Behind the flower are oval seed capsules, approximately 1cm long. Small-flowered catchfly was widespread, but it is poorly competitive with modern crop varieties and susceptible to a wide range of herbicides. It's remaining sites are generally coastal in south-west England and Wales.  ",Sands and sandy loams.,Spring and autumn,June - October  ,Long-lived,Uncropped cultivated areas,Endangered   ,images/pics/Silene_gallica_LR.jpg,1024,1024,Lliam Rooney,images/thumbnails/Silene_gallica_LR.jpg,,,,images/maps/Silene_gallica.svg,other Silene spp.?,,,,,,,w,,
104,371199,878782,Catchfly,Night-flowering, Silene noctiflora,F,"Branched, sticky-haired plant, up to 50cm. A basal rosette of 5-10cm long elliptical leaves dies back as the stem grows with smaller, up to 8cm, narrow leaves. White-pink five-petalled flowers are 2cm across. They are coloured creamy-yellow on the back. Each petal is deeply divided into two. The flowers are tightly-rolled by mid-morning and open in the early evening for pollination by nocturnal flying insects. Behind the flower are oval seed capsules, approximately 1.5mm long.",Calcareous and sandy loams.,Predominantly spring,July - September  ,Long-lived,Uncropped cultivated areas,Vulnerable   ,images/pics/Silene_noctiflora_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Silene_noctiflora_CS.jpg,images/illustrations/Silene_noctiflora.png,936,789,images/maps/Silene_noctiflora.svg,other Silene spp.?,,,,,p,,,,
105,371201,878783,Mustard,White , Sinapis alba,F,"Tall annual that is part of the cabbage family. All of the leaves are pinnately lobed (compared with charlock <i>Sinapis arvensis</i> which has upper spear-shaped unlobed leaves). The stem is roughly hairy and the yellow flowers have four petals that do not have apparent veins. The beak (tip) of the fruit is flat and sabre-like, and as long or longer than the lower two-valved part with the seeds.",All soil types.  ,Autumn and spring,June - August  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern   ,images/pics/Sinapis_alba_12867_CG.jpg,1024,768,Chris Gibson,images/thumbnails/Sinapis_alba_12867_CG.jpg,images/illustrations/Sinapsis_alba.png,427,661,images/maps/Sinapis_alba.svg,,,,,,,y,,,
106,371203,878784,Spurrey,Corn , Spergula arvensis,F,"Slender scrambling plant with branched stems, up to 60cm. Long, 3cm narrow thread-like leaves are arranged in whorls up the stem. Loosely branched clusters of five-petalled white flowers 8mm in diameter, are present at the end of stems. Black round seeds are approximately 1.5mm in diameter.","Sandy and gravelly soils, but can occur on clays and in chalky soils.","Predominantly spring, with some autumn germination",June - August  ,Short-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Vulnerable   ,images/pics/Spergula_arvensis_MW.jpg,1024,768,Markus Wagner,images/thumbnails/Spergula_arvensis_MW.jpg,images/illustrations/Spergula_arvensis.png,432,943,images/maps/Spergula_arvensis.svg,,,,,,,,w,,
107,371205,878785,Woundwort,Field , Stachys arvensis,F,"Hairy, spreading plant with branched stems from the base, growing to more than 20cm. Opposite paired oval-heart-shaped hairy leaves have short stalks. Asymmetrical pale purple flowers, with a large lower lip and three smaller lobes, up to 7mm long, are arranged in whorls of up to 6 flowers in leaf axils. Field woundwort has an unpleasant smell when bruised.",Sandy and clay loams.,Spring,April - November  ,Long-lived,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Near Threatened   ,images/pics/Stachys_arvensis_CS.jpg,1024,1024,Cath Shellswell,images/thumbnails/Stachys_arvensis_CS.jpg,images/illustrations/Stachys_arvensis.png,452,642,images/maps/Stachys_arvensis.svg,,,pu,,,,,,,
108,371207,878786,Germander,Cut-leaved, Teucrium botrys,F,"A member of the mint family, with a much-branched, erect, leafy stem. It can grow up to 30cm, and the whole plant is hairy. Leaves are long, 2.5cm, oval, and deeply divided into parallel sided segments. Pinkish-red flowers have very small upper lips, and a long lower lip. They are arranged in whorls in the axils of the leaves. Cut-leaved germander has always been rare and is only known from six locations in Surrey, Kent, Hampshire and Gloucestershire. It is a very poor competitor and does not grow well within modern cereal varieties.",Thin soils over chalk and limestone.,Unknown,July - September  ,Unknown,Uncropped cultivated areas,Near Threatened   ,images/pics/Teucrium_botrys_1_CG.jpg,1024,683,Chris Gibson,images/thumbnails/Teucrium_botrys_1_CG.jpg,images/illustrations/Teucrium_botrys.png,417,799,images/maps/Teucrium_botrys.svg,,,,,,p,,,,
109,371209,878787,Hedge-parsley,Spreading, Torilis arvensis,F,"An annual member of the carrot family, up to 50cm tall. It has with greyish-green pointed leaves, covered in short bristles, giving a frosted appearance. White or pinkish flowers are borne in dense, compound heads. The characteristic fruit are covered with numerous hooked spines (4-6mm long). Spreading hedge-parsley was once widespread, but due to being a poor competitor with modern crop varieties, and changes in agriculture to harvesting and cultivating prior to the late fruiting plant setting-seed, it has declined dramatically. It now occurs at isolated sites from Devon to Suffolk and is most frequent in Somerset and East Anglia.  ",Neutral and calcareous clay loams.,Autumn,July - August  ,Very short-lived (less than five years),Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Endangered   ,images/pics/Torilis_arvensis_MW.jpg,1024,768,,images/thumbnails/Torilis_arvensis_MW.jpg,images/illustrations/Torilis_arvensis.png,421,649,images/maps/Torilis_arvensis.svg,,,,,,,,w,,
110,371211,878788,Hedge-parsley,Knotted, Torilis nodosa,F,"A spreading member of the carrot family that can grow up to 50cm in length. The triangular shaped leaves are very deeply lobed, giving them a feathery appearance. The small, pinkish-white flowers, about 1mm in diameter, are arranged in dense, stalkless, clusters along the stem, opposite leaves. The seeds are oval 2.5-3.5mm in diameter with long or short un-hooked spines.",Calcareous clay loams and sometimes lighter calcareous soils.,Autumn,May - July  ,Unknown,Uncropped cultivated areas<br/>  Conservation headlands<br/>  Whole crop management<br/>  Wild bird seed mixtures  ,Least Concern    ,images/pics/Torilis_nodosa_CS.jpg,1024,1026,Cath Shellswell,images/thumbnails/Torilis_nodosa_CS.jpg,images/illustrations/Torilis_nodosa.png,368,605,images/maps/Torilis_nodosa.svg,,,,,,,,w,,
